id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude,Unnamed: 10,geometry
Escola Pública_1768057,Pública,Emef Roberto Plinio Colacioppo Prof,Rua,"Atilio Selva, 16",Jardim Celeste,4195060,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768059,Pública,Ceu Emef Cesar Arruda Castanho Dep,Rua,"Nazir Miguel, 849",Jardim Paulo Vi,5570030,Escola Pública,-23.600202,-46.789111,,POINT (-46.789111 -23.600202)
Escola Pública_1768063,Pública,Emei Ana Marchione Salles Profa,Rua,"Das Folhagens, 18",Jardim Popular,3673070,Escola Pública,-23.515547,-46.507268,,POINT (-46.507268 -23.515547)
Escola Pública_1768065,Pública,Emei Joaquim Antonio da Rocha,Rua,"Professor Jose Ozi, S/N",Cidade Nova Heliopolis,4230045,Escola Pública,-23.609987,-46.581348,,POINT (-46.581348 -23.609987)
Escola Pública_1768083,Pública,Emef Paulo Carneiro Thomaz Alves Gen,Rua,"Nossa Senhora da Aparecida, 15",Parque Vila Maria,2169290,Escola Pública,-23.51969,-46.575584,,POINT (-46.575584 -23.51969)
Escola Pública_1768084,Pública,Emei Cecilia Sant Anna de Souza Profa,Rua,"Fontoura Xavier, 128",Itaquera,8295300,Escola Pública,-23.553238,-46.458523,,POINT (-46.458523 -23.553238)
Escola Pública_1768085,Pública,Emef Plinio Marcos,Rua,"Belem, S/N",Jardim Papai Noel,4884390,Escola Pública,-23.534719,-46.595275,,POINT (-46.595275 -23.534719)
Escola Pública_1768102,Pública,Emef Roge Ferreira Dep,Rua,"Philonilia Goncalves dos Santos, S/N",Jaragua,2992210,Escola Pública,-23.444661,-46.734224,,POINT (-46.734224 -23.444661)
Escola Pública_1768103,Pública,Emef Dias Gomes,Rua,"Alessio Prati 42, 42",Vila Iolanda,8451550,Escola Pública,-23.544206,-46.39095,,POINT (-46.39095 -23.544206)
Escola Pública_1768104,Pública,Emei Pedro Alvares Cabral Moraes Prof,Rua,"Leonor Fernandes Costa Zacharias, 2150",Vila Guilherme,2052020,Escola Pública,-23.521782,-46.607756,,POINT (-46.607756 -23.521782)
Escola Pública_1768115,Pública,Emei Aldo Giannini Eng,Rua,"Arraial de Santa Barbara, 1080",Jd Pedro Jose Nunes,8061360,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768116,Pública,Emef Zilka Salaberry de Carvalho,Rua,"Antonio da Franca e Horta, 35",Jardim Peri,2652110,Escola Pública,-23.457587,-46.657368,,POINT (-46.657368 -23.457587)
Escola Pública_1768117,Pública,Emei Edalzir Sampaio Liporoni Profa,Rua,"Nossa Senhora da Aparecida, 5",Parque Vila Maria,2169290,Escola Pública,-23.51969,-46.575584,,POINT (-46.575584 -23.51969)
Escola Pública_1768119,Pública,Ceu Emei Roque Spencer Maciel de Barros Prof,Rua,"Cinira Polonio, 80",Conjunto Promorar Rio Claro,8395320,Escola Pública,-23.623388,-46.458055,,POINT (-46.458055 -23.623388)
Escola Pública_1768120,Pública,Emef Gianfrancesco Guarnieri,Rua,"Domenico Fontana, S/N",Parque Maria Helena,5854080,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768121,Pública,Ceu Emei Jorge Amado,Rua,"Bernardo Jose de Lorena, S/N",Vila Fanton,5203200,Escola Pública,-23.405877,-46.751197,,POINT (-46.751197 -23.405877)
Escola Pública_1768122,Pública,Ceu Emef Manoel Vieira de Queiroz Filho,Rua,"Jose Pedro de Borba, 20",Jardim Novo Parelheiros,4890090,Escola Pública,-23.828452,-46.724042,,POINT (-46.724042 -23.828452)
Escola Pública_1768123,Pública,Emef Joao da Silva,Rua,"Conquista Popular, S/N",Vila Nascente,4846550,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768146,Pública,Cei Diret Jardim Guairaca,Rua,"Jacitara Tipiti, 217",Jardim Guairaca,3244090,Escola Pública,-23.604233,-46.539752,,POINT (-46.539752 -23.604233)
Escola Pública_1768147,Pública,Cei Diret Assma Curiati,Rua,"Francisco Matias, 105",Jardim Sapopemba,3975050,Escola Pública,-23.610126,-46.487384,,POINT (-46.487384 -23.610126)
Escola Pública_1768149,Pública,Cei Diret Enedina de Sousa Carvalho,Rua,"Antonio de Paiva Azevedo, 60",Parque Tomas Saraiva,3284080,Escola Pública,-23.587143,-46.537206,,POINT (-46.537206 -23.587143)
Escola Pública_1768150,Pública,Cei Diret Parque Santa Madalena,Rua,"Doutor Paulo Colombo P de Queiroz, 340",Parque Santa Madalena,3982130,Escola Pública,-23.611768,-46.5104,,POINT (-46.5104 -23.611768)
Escola Pública_1768151,Pública,Cei Diret Genoveva Dascoli,Rua,"Maria Daffre, 740",Quinta da Paineira,3150020,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768152,Pública,Cei Diret Teotonio Vilela,Rua,"Arquiteto Vila Nova Artigas, 780",Jardim Sapopemba,3928240,Escola Pública,-23.607825,-46.500914,,POINT (-46.500914 -23.607825)
Escola Pública_1768153,Pública,Cei Diret Anita Garibaldi,Rua,"Carlo Clausetti, 177",Conjunto Habitacional Teotonio Vilela,3928220,Escola Pública,-23.605082,-46.501215,,POINT (-46.501215 -23.605082)
Escola Pública_1768154,Pública,Cei Diret Marcos Melega Ver,Rua,"Torres Florencio e Rielli, 270",Jardim Planalto,3984050,Escola Pública,-23.607518,-46.510843,,POINT (-46.510843 -23.607518)
Escola Pública_1768155,Pública,Cei Diret Joao Francisco de Haro Ver,Rua,"Pedro de Castro Velho, 559",Jardim IVa,3921000,Escola Pública,-23.593248,-46.516412,,POINT (-46.516412 -23.593248)
Escola Pública_1768156,Pública,Cei Diret Jose de Moura Ver,Rua,"Dona Ana Neri, 157",Mooca,3106010,Escola Pública,-23.555773,-46.61395,,POINT (-46.61395 -23.555773)
Escola Pública_1768157,Pública,Cei Diret Renato Antonio Checchia Ver,Rua,"Blumenau, 292",Vila Leopoldina,5319020,Escola Pública,-23.537372,-46.728529,,POINT (-46.728529 -23.537372)
Escola Pública_1768158,Pública,Cei Diret Jardim Julieta,Rua,"Salvador Nascimento, 223",Vila Nova Alba,5363110,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768159,Pública,Cei Diret Antonia Muotri Lamberga,Rua,"Inacio de Araujo, 232",Bras,3053010,Escola Pública,-23.544853,-46.606876,,POINT (-46.606876 -23.544853)
Escola Pública_1768160,Pública,Cei Diret Jardim Novo Parelheiros,Rua,"Terezinha Prado de Oliveira, 52",Jardim Novo Parelheiros,4890630,Escola Pública,-23.82888,-46.723496,,POINT (-46.723496 -23.82888)
Escola Pública_1768161,Pública,Cei Diret Jardim Silveira,Rua,"Antonio Bernal, S/N",Jd Silveira,4892100,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768162,Pública,Cei Diret Cohab Faria Lima Brig,Rua,"Aparecida D Oeste, 145",Conj Habit Brigadeiro Faria Lima,4840280,Escola Pública,-23.503744,-46.675498,,POINT (-46.675498 -23.503744)
Escola Pública_1768163,Pública,Cei Diret Jardim Tres Coracoes,Rua,"Carlos Alberto Bastos Machado, 65",Jardim Myrna,4856080,Escola Pública,-23.771069,-46.694826,,POINT (-46.694826 -23.771069)
Escola Pública_1768164,Pública,Cei Diret Jardim Reimberg,Rua,"Luiz Thomaz Joaquim, 74",Jardim Reimberg,4845250,Escola Pública,-23.752747,-46.696901,,POINT (-46.696901 -23.752747)
Escola Pública_1768166,Pública,Cei Diret Douglas Daniel do Nascimento,Rua,"Miraflores, 26",Jardim Castro Alves,4842470,Escola Pública,-23.467525,-46.747259,,POINT (-46.747259 -23.467525)
Escola Pública_1768171,Pública,Cei Diret Veleiros,Rua,"Ipanema, 834",Veleiros,4773010,Escola Pública,-23.546191,-46.605106,,POINT (-46.605106 -23.546191)
Escola Pública_1768172,Pública,Cei Diret Jardim Sao Luiz II,Rua,"Colombo Leoni, 23",Conjunto Promorar Sao Luis,5846210,Escola Pública,-23.658408,-46.746035,,POINT (-46.746035 -23.658408)
Escola Pública_1768173,Pública,Cei Diret Jardim Klein,Rua,"Bonifacio de Montferrat, 143",Chacara Santana,5831040,Escola Pública,-23.673102,-46.745647,,POINT (-46.745647 -23.673102)
Escola Pública_1768174,Pública,Cei Diret Parque Santo Antonio,Rua,"Rinaldo de Handel, S/N",Chacara Santana,5821140,Escola Pública,-23.502748,-46.62639,,POINT (-46.62639 -23.502748)
Escola Pública_1768175,Pública,Cei Diret Jardim Souza,Rua,"Francisco Sobreira da Silva, S/N",Jardim Souza,4917120,Escola Pública,-23.68736,-46.746418,,POINT (-46.746418 -23.68736)
Escola Pública_1768177,Pública,Cei Diret Parque Figueira Grande,Rua,"Pedro da Costa Faleiro, 111",Jardim Figueira Grande,4915020,Escola Pública,-23.680725,-46.746506,,POINT (-46.746506 -23.680725)
Escola Pública_1768178,Pública,Cei Diret Jardim Sao Luiz I,Rua,"Arquiteto Roberto Patrao Assis, 141",Conjunto Promorar Sao Luis,5846100,Escola Pública,-23.658378,-46.74346,,POINT (-46.74346 -23.658378)
Escola Pública_1768179,Pública,Cei Diret Parque Nova Santo Amaro,Rua,"Padre Marcelino Duarte, 249",Parque Novo Santo Amaro,5874120,Escola Pública,-23.696724,-46.782281,,POINT (-46.782281 -23.696724)
Escola Pública_1768180,Pública,Cei Diret Parque Santa Margarida,Rua,"Capao Redondo, 80",Jardim Santa Margarida,4931100,Escola Pública,-23.669642,-46.780528,,POINT (-46.780528 -23.669642)
Escola Pública_1768182,Pública,Cei Diret Jardim Nakamura,Rua,"Miguel Dionizio Valle, 68",Jardim Nakamura,4942040,Escola Pública,-23.696481,-46.776579,,POINT (-46.776579 -23.696481)
Escola Pública_1768183,Pública,Cei Diret Jardim Capela,Rua,"Jose Roberto Sales, 100",Jardim Capela,4960090,Escola Pública,-23.729869,-46.786898,,POINT (-46.786898 -23.729869)
Escola Pública_1768185,Pública,Cei Diret Tancredo de Almeida Neves Pres,Rua,"Jacques Le Mercier, S/N",Jardim Mariane,5866050,Escola Pública,-23.679774,-46.766762,,POINT (-46.766762 -23.679774)
Escola Pública_1768186,Pública,Cei Diret Jardim Dionisio,Rua,"William Cremer, 2",Jardim Sonia Regina,4935120,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768187,Pública,Cei Diret Vila Calu,Rua,"Humberto Marcal, S/N",Vila Calu,4961240,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768188,Pública,Cei Diret Jardim Maria Alice,Rua,"Felice Giardini, 350",Jardim Coimbra,4932390,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768189,Pública,Cei Diret Jardim Kagohara,Rua,"Das Fermatas, 120",Jardim Kagohara,4938030,Escola Pública,-23.689648,-46.7607,,POINT (-46.7607 -23.689648)
Escola Pública_1768194,Pública,Cei Diret Elfrida Zukowski Jardim,Rua,"Joao Andre Leyser, 99",Vila Fazzeoni,5884100,Escola Pública,-23.673534,-46.776534,,POINT (-46.776534 -23.673534)
Escola Pública_1768195,Pública,Cei Diret Parque Fernanda,Rua,"Antonio Forlenza, 127",Parque Fernanda,5888010,Escola Pública,-23.675476,-46.793129,,POINT (-46.793129 -23.675476)
Escola Pública_1768196,Pública,Cei Diret Jose Oliveira Almeida Diniz Ver,Rua,"Paulino Vital de Morais, 180",Parque Maria Helena,5855000,Escola Pública,-23.660842,-46.765468,,POINT (-46.765468 -23.660842)
Escola Pública_1768198,Pública,Cei Diret Jardim Tres Estrelas,Rua,"Rosalba Carriera, 174",Jardim Imbe,5863250,Escola Pública,-23.672459,-46.764616,,POINT (-46.764616 -23.672459)
Escola Pública_1768199,Pública,Cei Diret Vila Praia,Rua,"Antonio Garcia Moya 179, 179",Jardim das Palmas,5749250,Escola Pública,-23.618572,-46.745706,,POINT (-46.745706 -23.618572)
Escola Pública_1768200,Pública,Cei Diret Jardim Umarizal,Rua,"Ecauna, 139",Umarizal,5754040,Escola Pública,-23.619086,-46.755665,,POINT (-46.755665 -23.619086)
Escola Pública_1768201,Pública,Cei Diret Aurindo dos Santos Freire,Rua,"Cauima, S/N",Vila Andrade,5734050,Escola Pública,-23.624447,-46.727322,,POINT (-46.727322 -23.624447)
Escola Pública_1768202,Pública,Cei Diret Rubens Granja Ver,Rua,"Santa Cruz do Rio Pardo, 252",Americanopolis,4411120,Escola Pública,-23.679111,-46.643968,,POINT (-46.643968 -23.679111)
Escola Pública_1768203,Pública,Cei Diret O Pequeno Seareiro,Rua,"Doutor Vitor Eugenio do Sacramento, 328",Jardim Oriental,4348020,Escola Pública,-23.646874,-46.650608,,POINT (-46.650608 -23.646874)
Escola Pública_1768204,Pública,Cei Diret Vila Missionaria,Rua,"Pietro Mongini, S/N",Vila Missionaria,4430040,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768206,Pública,Cei Diret Raul Tabajara Vidigal Leitao Ver,Rua,"Jose Estevao de Magalhaes, 356",Vila Campestre,4332050,Escola Pública,-23.658778,-46.650411,,POINT (-46.650411 -23.658778)
Escola Pública_1768207,Pública,Cei Diret Maria Margarida Rodrigues de Oliveira Profa,Rua,"Domenico de Palma, 401",Cupece,4652234,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768208,Pública,Cei Diret Vila Imperio,Rua,"Caraxues, 27",Cidade Ademar,4405170,Escola Pública,-23.672424,-46.656154,,POINT (-46.656154 -23.672424)
Escola Pública_1768209,Pública,Cei Diret Paulo e Admar,Rua,"Reverendo Peixoto da Silva, 155",Jardim Rosana,5795010,Escola Pública,-23.648492,-46.777124,,POINT (-46.777124 -23.648492)
Escola Pública_1768210,Pública,Cei Diret Albertina Rodrigues Simon Profa,Rua,"Marco de Canaveses, 35",Jardim Mitsutani,5791190,Escola Pública,-23.646333,-46.786,,POINT (-46.786 -23.646333)
Escola Pública_1768211,Pública,Cei Diret Cid Franco Ver,Rua,"Aurelio Belotti Junior, 80",Jardim Samara,5759210,Escola Pública,-23.631961,-46.763897,,POINT (-46.763897 -23.631961)
Escola Pública_1768212,Pública,Cei Diret Nathalia Pedroso Rosemburg Dra,Rua,"Aroldo de Azevedo, 50",Jardim Bom Refugio,5788230,Escola Pública,-23.633364,-46.775825,,POINT (-46.775825 -23.633364)
Escola Pública_1768213,Pública,Cei Diret Olga Benario Prestes,Rua,"Aroldo de Azevedo, 60",Jardim Bom Refugio,5788230,Escola Pública,-23.633364,-46.775825,,POINT (-46.775825 -23.633364)
Escola Pública_1768214,Pública,Cei Diret Bryan Biguinati Jardim,Rua,"Francisco Soares, 27",Parque Regina,5774300,Escola Pública,-23.638653,-46.749531,,POINT (-46.749531 -23.638653)
Escola Pública_1768215,Pública,Cei Diret Parque Regina,Rua,"Inacio Manuel Tourinho, 101",Parque Regina,5773070,Escola Pública,-23.633269,-46.752772,,POINT (-46.752772 -23.633269)
Escola Pública_1768216,Pública,Cei Diret Jardim Catanduva,Rua,"Doutor Renato Bueno Neto, S/N",Jardim Catanduva,5767350,Escola Pública,-23.635063,-46.76366,,POINT (-46.76366 -23.635063)
Escola Pública_1768217,Pública,Cei Diret Vila Ernestina,Rua,"Professor Guilherme Belfort Sabino, 915",Campininha,4678001,Escola Pública,-23.670169,-46.681296,,POINT (-46.681296 -23.670169)
Escola Pública_1768218,Pública,Cei Diret Maria do Carmo Pazos Fernandez - Madu Profa,Rua,"Jose da Fonseca Nadaes, 400",Jardim Sabara,4446125,Escola Pública,-23.687055,-46.683773,,POINT (-46.683773 -23.687055)
Escola Pública_1768219,Pública,Cei Diret Inez Menezes Maria,Rua,"Isabel de Gois, 10",Jardim Botucatu,4173150,Escola Pública,-23.636303,-46.609879,,POINT (-46.609879 -23.636303)
Escola Pública_1768220,Pública,Cei Diret Santa Teresa,Rua,"Claudio Ferreira Manoel, 140",Vila Santa Teresazona Sul,4187200,Escola Pública,-23.647404,-46.594772,,POINT (-46.594772 -23.647404)
Escola Pública_1768222,Pública,Cei Diret Jose Gomes de Moraes Netto Ver,Rua,"Democracia, 262",Vila Brasilina,4161060,Escola Pública,-23.627209,-46.616459,,POINT (-46.616459 -23.627209)
Escola Pública_1768224,Pública,Cei Diret Yvone Lemos de Almeida Fraga,Rua,"Ney Gonzaga de Lacerda, 17",Vila Alba,5368040,Escola Pública,-23.576367,-46.752969,,POINT (-46.752969 -23.576367)
Escola Pública_1768226,Pública,Cei Diret Aloysio de Menezes Greenhalgh Ver,Rua,"Doutor Francisco Pati, 375",Cidade Sao Francisco,5352090,Escola Pública,-23.557508,-46.759091,,POINT (-46.759091 -23.557508)
Escola Pública_1768228,Pública,Cei Diret Roberto Arantes Lanhoso,Rua,"Sara Newton, 146",Jardim Boa Vista Zona Oeste,5583030,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768229,Pública,Cei Diret Yvone Maluhy Josepf Sabga,Rua,"Rosaria Ana Barbosa, 21",Jardim Ester,5373000,Escola Pública,-23.582148,-46.757375,,POINT (-46.757375 -23.582148)
Escola Pública_1768230,Pública,Cei Diret Salvador Lo Turco,Rua,"Eusebio de Paula Marcondes, 60",Jardim D Abril,5398020,Escola Pública,-23.574859,-46.775353,,POINT (-46.775353 -23.574859)
Escola Pública_1768231,Pública,Cei Diret Cohab Raposo Tavares,Rua,"Cachoeira Poraque, 560",Conjunto Promorar Raposo Tavares,5574450,Escola Pública,-23.58661,-46.800779,,POINT (-46.800779 -23.58661)
Escola Pública_1768232,Pública,Cei Diret Mario da Costa Barbosa,Rua,"Sargento Jeter Augusto Pereira, 121",Parque Novo Mundo,2188070,Escola Pública,-23.512091,-46.56617,,POINT (-46.56617 -23.512091)
Escola Pública_1768233,Pública,Cei Diret Cidade Nova do Parque Novo Mundo,Rua,"Nossa Senhora da Aparecida, 215",Parque Vila Maria,2169290,Escola Pública,-23.51969,-46.575584,,POINT (-46.575584 -23.51969)
Escola Pública_1768234,Pública,Cei Diret Parque Novo Mundo,Rua,"Soldado Francisco Franco, 351",Parque Novo Mundo,2180040,Escola Pública,-23.521326,-46.565529,,POINT (-46.565529 -23.521326)
Escola Pública_1768235,Pública,Cei Diret Fernao Dias,Rua,"Merino, 30",Jardim Julieta,2161140,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768237,Pública,Cei Diret Maria Henriqueta Catite,Rua,"Dom Luis Felipe de Orleans, 1000",Vila Maria Baixa,2118001,Escola Pública,-23.519165,-46.587103,,POINT (-46.587103 -23.519165)
Escola Pública_1768238,Pública,Cei Diret Adelaide Lopes Rodrigues,Rua,"Alferes Magalhaes, 211",Santana,2034006,Escola Pública,-23.504935,-46.624396,,POINT (-46.624396 -23.504935)
Escola Pública_1768239,Pública,Cei Diret Anita Castaldi Zampirollo Profa,Rua,"Doutor Cesar, 485",Santana,2013002,Escola Pública,-23.502924,-46.630967,,POINT (-46.630967 -23.502924)
Escola Pública_1768240,Pública,Cei Diret Jardim Peri,Rua,"Afonso Lopes Vieira 57, 57",Vila Dionisia,2671100,Escola Pública,-23.463803,-46.655219,,POINT (-46.655219 -23.463803)
Escola Pública_1768241,Pública,Cei Diret Casa Verde - Walter Abrahao,Rua,"Brazeliza Alves Carvalho, 500",Vila Baruel,2510030,Escola Pública,-23.511256,-46.65061,,POINT (-46.65061 -23.511256)
Escola Pública_1768242,Pública,Cei Diret Nazir Miguel Ver,Rua,"Prudente de Morais, 210",Bras,3043040,Escola Pública,-23.547595,-46.617215,,POINT (-46.617215 -23.547595)
Escola Pública_1768243,Pública,Cei Diret Vila Constanca,Rua,"Sao Geraldino, 180",Vila Constanca,2258220,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768244,Pública,Cei Diret Francisco Marcondes Oliveira Ver,Rua,"Carlos dos Santos, 815",Jardim Brasil Zona Norte,2234000,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768246,Pública,Cei Diret Jardim das Pedras,Rua,"Engenheiro Antonio de Toledo, 338",Jardim das Pedras,2367010,Escola Pública,-23.419418,-46.590779,,POINT (-46.590779 -23.419418)
Escola Pública_1768247,Pública,Cei Diret Cristina ME,Rua,"Inacio Mammana, 363",Vila Vitorio Mazzei,2409060,Escola Pública,-23.476272,-46.626629,,POINT (-46.626629 -23.476272)
Escola Pública_1768248,Pública,Cei Diret Vila Basileia,Rua,"Doutor Soares Brandao Filho, 40",Vila Basileia,2471050,Escola Pública,-23.481083,-46.651849,,POINT (-46.651849 -23.481083)
Escola Pública_1768249,Pública,Cei Diret Joaquim Thome Filho Ver,Rua,"Professor Luis Amaral Wagner, 243",Vila Pedra Branca,2635110,Escola Pública,-23.455595,-46.644545,,POINT (-46.644545 -23.455595)
Escola Pública_1768250,Pública,Cei Diret Lauzane Paulista,Rua,"Santo Estevao de Briteiros, 25",Lauzane Paulista,2443102,Escola Pública,-23.474319,-46.647174,,POINT (-46.647174 -23.474319)
Escola Pública_1768252,Pública,Cei Diret Vila Penteado,Rua,"Luis Jose Junqueira Freire, 571",Vila Penteado,2864000,Escola Pública,-23.472753,-46.684217,,POINT (-46.684217 -23.472753)
Escola Pública_1768254,Pública,Cei Diret Marcia Ricco Ferraz,Rua,"Doutor Mario de Sanctis, 58",Jardim Almanara,2863020,Escola Pública,-23.472995,-46.676128,,POINT (-46.676128 -23.472995)
Escola Pública_1768255,Pública,Cei Diret Jardim Monte Alegre,Rua,"Antonio Genele, 175",Jardim Monte Alegre,2811020,Escola Pública,-23.475637,-46.702115,,POINT (-46.702115 -23.475637)
Escola Pública_1768256,Pública,Cei Diret Jardim Monjolo,Rua,"Calixto de Almeida, 442",Jardim Monjolo,2961000,Escola Pública,-23.488568,-46.70316,,POINT (-46.70316 -23.488568)
Escola Pública_1768257,Pública,Cei Diret Joao Toniolo Ver,Rua,"Padre Feliciano Domingues, 180",Jardim Mariliza,2965140,Escola Pública,-23.483989,-46.703418,,POINT (-46.703418 -23.483989)
Escola Pública_1768258,Pública,Cei Diret Benedito Bueno,Rua,"Vicente Antonio de Oliveira, 674",Vila Mirante,2955080,Escola Pública,-23.468101,-46.721099,,POINT (-46.721099 -23.468101)
Escola Pública_1768259,Pública,Cei Diret Menino Jesus,Rua,"Comendador Feiz Zarzur, 15",Jardim Cidade Pirituba,2942000,Escola Pública,-23.479696,-46.719112,,POINT (-46.719112 -23.479696)
Escola Pública_1768260,Pública,Cei Diret Maria Jose Vasconcelos Mankel Profa,Rua,"Inacia de Toledo, 262",Vila Clarice,5177000,Escola Pública,-23.471708,-46.752604,,POINT (-46.752604 -23.471708)
Escola Pública_1768261,Pública,Cei Diret Jardim Rodrigo,Rua,"Tanagra Violacea, 72",Jardim Rodrigo,2990350,Escola Pública,-23.428877,-46.728867,,POINT (-46.728867 -23.428877)
Escola Pública_1768262,Pública,Cei Diret Jacob Salvador Zveibil Ver,Rua,"Doutor Jose Pacheco e Silva, S/N",Vila Inacio,5206110,Escola Pública,-23.404951,-46.763274,,POINT (-46.763274 -23.404951)
Escola Pública_1768263,Pública,Cei Diret Laercio Corte Ver,Rua,"Belarmino Prestes 44, 44",Jardim Jaragua,5158340,Escola Pública,-23.489248,-46.758664,,POINT (-46.758664 -23.489248)
Escola Pública_1768264,Pública,Cei Diret Elisio Teixeira Leite,Rua,"Egidio Felini, 101",Conj Resid Elisio Teixeira Leite,2815040,Escola Pública,-23.445575,-46.71636,,POINT (-46.71636 -23.445575)
Escola Pública_1768265,Pública,Cei Diret Jardim Taipas,Rua,"Elias Antonio Lopes, 135",Parque Taipas,2986110,Escola Pública,-23.434448,-46.714914,,POINT (-46.714914 -23.434448)
Escola Pública_1768266,Pública,Cei Diret Shangri-la - Maria Pedroza de Oliveira Profa,Rua,"Salvador de Albuquerque, 124",Jardim Shangrila Zona Norte,2990050,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768267,Pública,Cei Diret Maria Jose de Souza,Rua,"Euvaldo Augusto Freire, 50",Jardim Carombe,2855030,Escola Pública,-23.453645,-46.699406,,POINT (-46.699406 -23.453645)
Escola Pública_1768268,Pública,Cei Diret Vila Brasilandia,Rua,"Domingos Vega 500, 500",Vila Brasilandia,2837000,Escola Pública,-23.465147,-46.691703,,POINT (-46.691703 -23.465147)
Escola Pública_1768270,Pública,Cei Diret Coryntho Baldoino da Costa Filho Ver,Rua,"Julio Parigot, 203",Vila Antonieta,3478007,Escola Pública,-23.568457,-46.51538,,POINT (-46.51538 -23.568457)
Escola Pública_1768272,Pública,Cei Diret Vila Constancia,Rua,"Doutor Saul de Camargo Neves, 248",Vila Constancia,3755100,Escola Pública,-23.509048,-46.499091,,POINT (-46.499091 -23.509048)
Escola Pública_1768273,Pública,Cei Diret Maria da Gloria Freire Lemos,Rua,"Aiquara, 17",Parque Cisper,3818210,Escola Pública,-23.495206,-46.496722,,POINT (-46.496722 -23.495206)
Escola Pública_1768274,Pública,Cei Diret Jardim Veronia,Rua,"Rita de Souza, 30",Jardim Veronia,3816100,Escola Pública,-23.489368,-46.488723,,POINT (-46.488723 -23.489368)
Escola Pública_1768275,Pública,Cei Diret Jardim Cotinha,Rua,"Bandeira do Almado, 18",Jardim Cotinha,3887040,Escola Pública,-23.510803,-46.479653,,POINT (-46.479653 -23.510803)
Escola Pública_1768276,Pública,Cei Diret Penha,Rua,"Leopoldo de Freitas, 850",Vila Centenario,3645010,Escola Pública,-23.529804,-46.531212,,POINT (-46.531212 -23.529804)
Escola Pública_1768279,Pública,Cei Diret Zilda Arns Neumann Dra,Rua,"Antonio Fortunato, 1050",Burgo Paulista,3681000,Escola Pública,-23.521078,-46.484997,,POINT (-46.484997 -23.521078)
Escola Pública_1768280,Pública,Cei Diret Anna Florencio Romao,Rua,"Visconde do Uruguai, 380",Vila Euthalia,3518010,Escola Pública,-23.543201,-46.523225,,POINT (-46.523225 -23.543201)
Escola Pública_1768281,Pública,Cei Diret Manoel da Nobrega Pde,Rua,"Padre Jose Vieira de Matos, 128",Conj Habit Padre Manoel da Nobrega,3590010,Escola Pública,-23.544468,-46.479732,,POINT (-46.479732 -23.544468)
Escola Pública_1768282,Pública,Cei Diret Jardim Popular,Rua,"Flor de Cera, 80",Jardim Popular,3671050,Escola Pública,-23.518631,-46.506115,,POINT (-46.506115 -23.518631)
Escola Pública_1768283,Pública,Cei Diret Jardim Matarazzo,Rua,"Zilda Fernandes de Hollanda, 75",Jardim Matarazzo,3810080,Escola Pública,-23.48679,-46.47253,,POINT (-46.47253 -23.48679)
Escola Pública_1768284,Pública,Cei Diret Jardim Hercilia,Rua,"Alves Maldonado, 46",Vila Nhocune,3558050,Escola Pública,-23.542848,-46.501518,,POINT (-46.501518 -23.542848)
Escola Pública_1768285,Pública,Cei Diret Alastair Quintas Goncalves,Rua,"Rodrigo de Brum, 25",Vila Paranagua,3807230,Escola Pública,-23.500407,-46.471827,,POINT (-46.471827 -23.500407)
Escola Pública_1768286,Pública,Cei Diret Antonia Maria Torres da Silva,Rua,"Padre Tiago Alberione, 67",Vila Bauab,3894200,Escola Pública,-23.574244,-46.773728,,POINT (-46.773728 -23.574244)
Escola Pública_1768287,Pública,Cei Diret Vila Salete,Rua,"Coatimirim, S/N",Vila Marieta,3617190,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Pública_1768288,Pública,Cei Diret Jose Bustamante Ver,Rua,"Buriti Alegre, 872",Vila Re,3657000,Escola Pública,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
