id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude,Unnamed: 10,geometry
Escola Privada_1745536,Privada,Simetrica Master Escola Educacional,Rua,"Pierre Legros, 4",Jardim Imbe,5863230,Escola Privada,-23.677625,-46.76301,,POINT (-46.76301 -23.677625)
Escola Privada_1745554,Privada,Esc Part Ninho D Ouro Instituto de Educacao Infantil,Rua,"Dos Trilhos, 2096",Mooca,3168009,Escola Privada,-23.556841,-46.590195,,POINT (-46.590195 -23.556841)
Escola Privada_1745556,Privada,Alpha Leste Eei,Rua,"Rua Mariano Moro, 620",Vila Regina Zona Leste,8225060,Escola Privada,-23.533083,-46.45634,,POINT (-46.45634 -23.533083)
Escola Privada_1745558,Privada,Esc Part Os Pequeninos e e I,Rua,"Botupora, 243",Itaquera,8215470,Escola Privada,-23.542336,-46.445701,,POINT (-46.445701 -23.542336)
Escola Privada_1745561,Privada,Esc Part Universo Magico Kids,Rua,"Inacio Altini, 208",Conjunto Residencial Jose Bonifacio,8250500,Escola Privada,-23.533945,-46.440339,,POINT (-46.440339 -23.533945)
Escola Privada_1745573,Privada,Centro de Recreacao Infantil e Ens Fund I Ursinho Carinhoso,Rua,"Rua Dona Martinha, 374",Santa Terezinha,2460080,Escola Privada,-23.488054,-46.639966,,POINT (-46.639966 -23.488054)
Escola Privada_1745577,Privada,Esc Part Sete de Setembro,Rua,"Joao Robalo, 118",Jardim Soraia,5881000,Escola Privada,-23.67961,-46.779893,,POINT (-46.779893 -23.67961)
Escola Privada_1745579,Privada,Esc Part Castelo Encantado Nucleo Educacional,Rua,"Visconde de Guaratiba, 391",Vila Firmiano Pinto,4125040,Escola Privada,-23.601314,-46.619664,,POINT (-46.619664 -23.601314)
Escola Privada_1745580,Privada,Pueri Nidus Escola Educacao Infantil,Rua,"Dolzani Doutor, 457",Jardim da Gloria,1546000,Escola Privada,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Privada_1745581,Privada,Esc Part Apoio Escola,Rua,"Marechal Juarez Tavora, 106",Super Quadra Morumbi,5750000,Escola Privada,-23.614947,-46.743463,,POINT (-46.743463 -23.614947)
Escola Privada_1745582,Privada,Esc Part Quacatu Educacao e Recreacao Infantil,Rua,"Moacir Miguel da Silva, 187",Jardim Bonfiglioli,5595000,Escola Privada,-23.579549,-46.741946,,POINT (-46.741946 -23.579549)
Escola Privada_1745584,Privada,Esc Part Arte do Saber e e I,Rua,"Direitos Humanos, 2552",Mandaqui,2475002,Escola Privada,-23.473451,-46.635849,,POINT (-46.635849 -23.473451)
Escola Privada_1745592,Privada,Metrozinho Jardim Escola,Rua,"Rua Cristiano Viana, 1165",Cerqueira Cesar,5411002,Escola Privada,-23.553635,-46.681466,,POINT (-46.681466 -23.553635)
Escola Privada_1745597,Privada,Esc Part Metodo Centro de Orientacao e Recr Inf,Rua,"Engenheiro Bianor, 77",Butanta,5502010,Escola Privada,-23.570871,-46.708176,,POINT (-46.708176 -23.570871)
Escola Privada_1745598,Privada,Esc Part Pequeno Genio Rec Inf,Rua,"Xavier de Matos, 122",Socorro,4766090,Escola Privada,-23.67196,-46.708881,,POINT (-46.708881 -23.67196)
Escola Privada_1745599,Privada,Esc Part Pequenos Pensadores Escola,Rua,"Doutor Fabricio Vampre, 302",Vila Mariana,4014020,Escola Privada,-23.583896,-46.640074,,POINT (-46.640074 -23.583896)
Escola Privada_1745603,Privada,Humberto Reis Costa Escola Senai,Rua,"Aracatimirim, 115",Jardim Avelino,3227160,Escola Privada,-23.588239,-46.568296,,POINT (-46.568296 -23.588239)
Escola Privada_1745615,Privada,Cr P Conv Sao Lucas,Rua,"Pascoal Belmont, 7",Engenheiro Marsilac,4891395,Escola Privada,-23.908972,-46.706868,,POINT (-46.706868 -23.908972)
Escola Privada_1745623,Privada,Esc Part Castelo Pequeno Mundo e e I,Rua,"Santa Edith, 480",Jardim Helena,8420400,Escola Privada,-23.540102,-46.426866,,POINT (-46.426866 -23.540102)
Escola Privada_1762792,Privada,Cr P Conv Gente Inocente,Rua,"Dom Jose de Morais Torres, 323",Casa Verde Alta,2545080,Escola Privada,-23.493029,-46.664329,,POINT (-46.664329 -23.493029)
Escola Privada_1762794,Privada,Cr P Conv Lar do Amor Cristao,Rua,"Dois de Julho, 384",Ipiranga,4215000,Escola Privada,-23.595984,-46.60229,,POINT (-46.60229 -23.595984)
Escola Privada_1762795,Privada,Cr P Conv Emilio Paternoster PE,Rua,"Agatino de Esparta, 2000",Chacara da Enseada,4963130,Escola Privada,-23.748575,-46.78048,,POINT (-46.78048 -23.748575)
Escola Privada_1762796,Privada,Cr P Conv Jardim Ecologico Guarapiranga I,Rua,"Carlos Guilherme Schimid, 350",Jardim Marquesa,4921180,Escola Privada,-23.697219,-46.748356,,POINT (-46.748356 -23.697219)
Escola Privada_1762797,Privada,Cr P Conv Santo Dias,Rua,"Miguel Miranda, 9",Parque Sao Rafael,8311200,Escola Privada,-23.630892,-46.467786,,POINT (-46.467786 -23.630892)
Escola Privada_1762799,Privada,Cei Indir Lar Ditoso,Rua,"Comandante Carlos Ruhl, 358",Vila Princesa Isabel,8410130,Escola Privada,-23.545732,-46.417173,,POINT (-46.417173 -23.545732)
Escola Privada_1762800,Privada,Miguilim Escola,Rua,"Fabricio Vampre Doutor, 44",Vila Mariana,4014020,Escola Privada,-23.583241,-46.639652,,POINT (-46.639652 -23.583241)
Escola Privada_1762807,Privada,Esc Part Recriar e e I,Rua,"Ibiapaba, 443",Vila Sonia,5625020,Escola Privada,-23.59447,-46.729164,,POINT (-46.729164 -23.59447)
Escola Privada_1762812,Privada,Esc Part Jardim Colibri,Rua,"Jaime do Espirito Santo, 77",Vila Sofia,4671210,Escola Privada,-23.552139,-46.647198,,POINT (-46.647198 -23.552139)
Escola Privada_1762813,Privada,Cr P Conv Nucleo Jd dos Alamos,Rua,"Jacob Roschel Christe, S/N",Jardim dos Alamos,4883250,Escola Privada,-23.808513,-46.739393,,POINT (-46.739393 -23.808513)
Escola Privada_1762826,Privada,Genesis Educandario,Rua,"Avenida Engenheiro Pinto Martins, 735",Vila Rica,3911010,Escola Privada,-23.584574,-46.520589,,POINT (-46.520589 -23.584574)
Escola Privada_1762830,Privada,Cr P Conv Nossa Senhora de Fatima,Rua,"Monsenhor Manfredo Leite, 279",Jardim Jussara,5526030,Escola Privada,-23.601207,-46.746369,,POINT (-46.746369 -23.601207)
Escola Privada_1762832,Privada,Cr P Conv Izabel Creche,Rua,"Doutor Pelagio Marques, 621",Vila Matilde,3512010,Escola Privada,-23.541264,-46.526507,,POINT (-46.526507 -23.541264)
Escola Privada_1762834,Privada,Tutto Amore Colegio,Rua,"Euclides Pacheco, 522",Vila Gomes Cardim,3321001,Escola Privada,-23.548772,-46.569582,,POINT (-46.569582 -23.548772)
Escola Privada_1762838,Privada,Esc Part O Ser em Evolucao,Rua,"IVirapema, 3",Parque Bologne,4941010,Escola Privada,-23.693389,-46.747757,,POINT (-46.747757 -23.693389)
Escola Privada_1762843,Privada,Esc Part Travessia,Rua,"Zulmira Cavalheiro Faustino, 78",Vila Nova das Belezas,5777190,Escola Privada,-23.644176,-46.745883,,POINT (-46.745883 -23.644176)
Escola Privada_1762844,Privada,Esc Part Crescer e Aprender,Rua,"Itajaimirim, 161",Parque Maria Helena,5855250,Escola Privada,-23.661453,-46.765696,,POINT (-46.765696 -23.661453)
